pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,interacting_molecules,interacting_ligands,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,entry_uniprot_accession,uniprot_id,molecule_synonym,gene_name,entity_id
2ok4,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-phenylacetaldehyde adduct oxidized with ferricyanide,"Roujeinikova A,Leys D",Natural,,,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,CCP4,,,,,6.0,Aralkylamine dehydrogenase heavy chain,HY1 : PHENYLACETALDEHYDE,14515.914,4,1986,2,1,4,122,Aralkylamine dehydrogenase light chain,,Y,Protein,Modified residue,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2ok4,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-phenylacetaldehyde adduct oxidized with ferricyanide,"Roujeinikova A,Leys D",Natural,,,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,CCP4,,,,,6.0,Aralkylamine dehydrogenase light chain,HY1 : PHENYLACETALDEHYDE,40016.125,4,1986,2,1,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,Conflict,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2hkm,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,To be published,,,,Structure-reactivity correlations and kinetic isotope effects in aromatic amine dehydrogenase,,,,,"Hothi P,Roujeinikova A,Sutcliffe MJ,Cullis P,Leys D,Scrutton NS",X-ray diffraction,y,Crystal structure of the Schiff base intermediate in the reductive half-reaction of aromatic amine dehydrogenase (AADH) with phenylethylamine.,"Roujeinikova A,Leys D",Natural,CCD,MAR CCD 165 mm,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,SCALA,,,,,6.0,Aralkylamine dehydrogenase heavy chain,PEA : 2-PHENYLETHYLAMINE,14516.898,4,1990,2,1,4,120,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2hkm,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,To be published,,,,Structure-reactivity correlations and kinetic isotope effects in aromatic amine dehydrogenase,,,,,"Hothi P,Roujeinikova A,Sutcliffe MJ,Cullis P,Leys D,Scrutton NS",X-ray diffraction,y,Crystal structure of the Schiff base intermediate in the reductive half-reaction of aromatic amine dehydrogenase (AADH) with phenylethylamine.,"Roujeinikova A,Leys D",Natural,CCD,MAR CCD 165 mm,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,SCALA,,,,,6.0,Aralkylamine dehydrogenase light chain,PEA : 2-PHENYLETHYLAMINE,40113.24,4,1990,2,1,4,360,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
1maf,Paracoccus versutus,34007,"Thiobacillus Rapidicrescen,Thiobacillus Versutus,Parve,Paracoccus Versutus (Thiobacillus Versutus),Paracoccus Bengalensis,Paracoccus Versutus,Paracoccus versutus,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,31,,,Active site structure of methylamine dehydrogenase: hydrazines identify C6 as the reactive site of the tryptophan-derived quinone cofactor.,10.1021/bi00155a036,9789-95,1992,1390754,"Huizinga EG,van Zanten BA,Duine JA,Jongejan JA,Huitema F,Wilson KS,Hol WG",X-ray diffraction,,The Active Site Structure of Methylamine Dehydrogenase: Hydrazines Identify C6 as the Reactive Site of the Tryptophan Derived Quinone Cofactor,"Huizinga EG,Vellieux FMD,Hol WGJ",Engineered,,,,,,,TNT,P 31 2 1,,,,,,,,,,,Methylamine dehydrogenase heavy chain,HDZ : NITROGEN MOLECULE,13654.172,2,995,2,1,2,124,Methylamine dehydrogenase light chain,,Y,Protein,,"P23006,P22641",DHML_PARVE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain,Methylamine dehydrogenase subunit beta","mauA,madB",1
1maf,Paracoccus versutus,34007,"Thiobacillus Rapidicrescen,Thiobacillus Versutus,Parve,Paracoccus Versutus (Thiobacillus Versutus),Paracoccus Bengalensis,Paracoccus Versutus,Paracoccus versutus,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,31,,,Active site structure of methylamine dehydrogenase: hydrazines identify C6 as the reactive site of the tryptophan-derived quinone cofactor.,10.1021/bi00155a036,9789-95,1992,1390754,"Huizinga EG,van Zanten BA,Duine JA,Jongejan JA,Huitema F,Wilson KS,Hol WG",X-ray diffraction,,The Active Site Structure of Methylamine Dehydrogenase: Hydrazines Identify C6 as the Reactive Site of the Tryptophan Derived Quinone Cofactor,"Huizinga EG,Vellieux FMD,Hol WGJ",Engineered,,,,,,,TNT,P 31 2 1,,,,,,,,,,,Methylamine dehydrogenase light chain,,38031.996,2,995,2,1,2,373,Methylamine dehydrogenase heavy chain,,N,Protein,Conflict,"P23006,P22641",DHMH_PARVE,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain,MADH","madA,mauB",2
2ok6,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-formamide adduct oxidized with ferricyanide.,"Roujeinikova A,Leys D",Natural,,,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,CCP4,,,,,6.0,Aralkylamine dehydrogenase heavy chain,BEZ : BENZOIC ACID,14515.914,4,1986,2,1,4,120,Aralkylamine dehydrogenase light chain,,Y,Protein,Modified residue,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2ok6,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,282,,,New insights into the reductive half-reaction mechanism of aromatic amine dehydrogenase revealed by reaction with carbinolamine substrates.,10.1074/jbc.M700677200,23766-77,2007,17475620,"Roujeinikova A,Hothi P,Masgrau L,Sutcliffe MJ,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of aromatic amine dehydrogenase TTQ-formamide adduct oxidized with ferricyanide.,"Roujeinikova A,Leys D",Natural,,,ID14-1,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,CCP4,,,,,6.0,Aralkylamine dehydrogenase light chain,BEZ : BENZOIC ACID,40016.125,4,1986,2,1,4,360,Aralkylamine dehydrogenase heavy chain,,N,Protein,Insertion,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2q7q,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,46,,,Isotope effects reveal that para-substituted benzylamines are poor reactivity probes of the quinoprotein mechanism for aromatic amine dehydrogenase.,10.1021/bi7007239,9250-9,2007,17636875,"Hothi P,Roujeinikova A,Khadra KA,Lee M,Cullis P,Leys D,Scrutton NS",X-ray diffraction,y,Crystal structure of Alcaligenes faecalis AADH in complex with p-chlorobenzylamine.,"Roujeinikova A,Leys D",Engineered,,,ID14-2,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 21 21 21,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,C2B : 1-(4-CHLOROPHENYL)METHANAMINE,13713.164,4,1942,2,1,4,122,Aralkylamine dehydrogenase light chain,,Y,Protein,Modified residue,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2q7q,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,46,,,Isotope effects reveal that para-substituted benzylamines are poor reactivity probes of the quinoprotein mechanism for aromatic amine dehydrogenase.,10.1021/bi7007239,9250-9,2007,17636875,"Hothi P,Roujeinikova A,Khadra KA,Lee M,Cullis P,Leys D,Scrutton NS",X-ray diffraction,y,Crystal structure of Alcaligenes faecalis AADH in complex with p-chlorobenzylamine.,"Roujeinikova A,Leys D",Engineered,,,ID14-2,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 21 21 21,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,C2B : 1-(4-CHLOROPHENYL)METHANAMINE,40014.152,4,1942,2,1,4,358,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84887,P84888",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,2
2hxc,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton NS,Leys D",X-ray diffraction,y,Crystal structure of the benzylamine complex of aromatic amine dehydrogenase in N-semiquinone form,"Roujeinikova A,Leys D",Natural,CCD,MAR CCD 165 mm,ID14-4,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1 21 1,,ESRF,,MOSFLM,"SCALA,CCP4",,,,,6.0,Aralkylamine dehydrogenase heavy chain,ABN : BENZYLAMINE,14517.93,4,1987,2,1,4,110,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84887,P84888",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,1
2iuq,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton N,Leys D",X-ray diffraction,y,CRYSTAL STRUCTURE OF DITHIONITE-REDUCED AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS IN COMPLEX WITH TRYPTAMINE,"Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase light chain,TSS : 2-(1H-INDOL-3-YL)ETHANAMINE,40016.125,4,1986,2,1,4,361,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
2iuq,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,J. Biol. Chem.,281,,,Atomic level insight into the oxidative half-reaction of aromatic amine dehydrogenase.,10.1074/jbc.M605559200,40264-72,2006,17005560,"Roujeinikova A,Scrutton N,Leys D",X-ray diffraction,y,CRYSTAL STRUCTURE OF DITHIONITE-REDUCED AROMATIC AMINE DEHYDROGENASE (AADH) FROM ALCALIGENES FAECALIS IN COMPLEX WITH TRYPTAMINE,"Roujeinikova A,Scrutton N,Leys D",Natural,CCD,ADSC CCD,ID14-1,Synchrotron,Single wavelength,OTHER,REFMAC,P 1 21 1,,ESRF,,DENZO,SCALEPACK,,,,,6.0,Aralkylamine dehydrogenase heavy chain,TSS : 2-(1H-INDOL-3-YL)ETHANAMINE,14516.898,4,1986,2,1,4,119,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,2
3orv,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,49,,,Functional importance of tyrosine 294 and the catalytic selectivity for the bis-Fe(IV) state of MauG revealed by replacement of this axial heme ligand with histidine .,10.1021/bi101254p,9783-91,2010,20929212,"Abu Tarboush N,Jensen LM,Feng M,Tachikawa H,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the Y294H-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain","HEC : HEME C,EDO : 1\,2-ETHANEDIOL,CA : CALCIUM ION",41121.6,6,3600,3,7,6,355,Methylamine utilization protein MauG,,N,Protein,"Engineered mutation,Expression tag","A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3orv,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,49,,,Functional importance of tyrosine 294 and the catalytic selectivity for the bis-Fe(IV) state of MauG revealed by replacement of this axial heme ligand with histidine .,10.1021/bi101254p,9783-91,2010,20929212,"Abu Tarboush N,Jensen LM,Feng M,Tachikawa H,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the Y294H-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",PEG : DI(HYDROXYETHYL)ETHER,15025.595,6,3600,3,7,6,124,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
3orv,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,49,,,Functional importance of tyrosine 294 and the catalytic selectivity for the bis-Fe(IV) state of MauG revealed by replacement of this axial heme ligand with histidine .,10.1021/bi101254p,9783-91,2010,20929212,"Abu Tarboush N,Jensen LM,Feng M,Tachikawa H,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the Y294H-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine utilization protein MauG","PGE : TRIETHYLENE GLYCOL,P6G : HEXAETHYLENE GLYCOL,EDO : 1\,2-ETHANEDIOL,PEG : DI(HYDROXYETHYL)ETHER,PG4 : TETRAETHYLENE GLYCOL",42449.277,6,3600,3,7,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
2h47,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dephydrogenase and Azurin from Alcaligenes Faecalis (Form 1),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,CNS,P 21 21 21,,,CCP4,DENZO,SCALEPACK,,,,,8.5,"Aralkylamine dehydrogenase light chain,Azurin",,42978.754,9,4457,3,1,9,362,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P00281,P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
2h47,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dephydrogenase and Azurin from Alcaligenes Faecalis (Form 1),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,CNS,P 21 21 21,,,CCP4,DENZO,SCALEPACK,,,,,8.5,"Aralkylamine dehydrogenase heavy chain,Azurin",,14516.898,9,4457,3,1,9,126,Aralkylamine dehydrogenase light chain,,Y,Protein,,"P00281,P84888,P84887",AAUA_ALCFA,"Aromatic amine dehydrogenase,AADH,Aralkylamine dehydrogenase light chain",aauA,2
2h47,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dephydrogenase and Azurin from Alcaligenes Faecalis (Form 1),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,Image plate,RIGAKU RAXIS IV,,Rotating anode,Single wavelength,MOLECULAR REPLACEMENT,CNS,P 21 21 21,,,CCP4,DENZO,SCALEPACK,,,,,8.5,"Aralkylamine dehydrogenase light chain,Aralkylamine dehydrogenase heavy chain",CU : COPPER (II) ION,13711.415,9,4457,3,1,9,128,Azurin,,N,Protein,,"P00281,P84888,P84887",AZUR_ALCFA,Azurin,,3
2h3x,Alcaligenes faecalis,511,"Achromobacter Sp. Atcc8750,Alcaligenes Sp. Bp11,Alcfa,Alcaligenes Faecalis,Bacillus Faecalis Alcaligenes,Alcaligenes faecalis,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom",Alcaligenes,Bacteria,Biochemistry,45,,,Crystal structure of an electron transfer complex between aromatic amine dehydrogenase and azurin from Alcaligenes faecalis.,10.1021/bi0612972,13500-10,2006,17087503,"Sukumar N,Chen Z,Ferrari D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",X-ray diffraction,y,Crystal Structure of an Electron Transfer Complex Between Aromatic Amine Dehydrogenase and Azurin from Alcaligenes Faecalis (Form 3),"Sukumar N,Chen Z,Leys D,Scrutton NS,Ferrati D,Merli A,Rossi GL,Bellamy HD,Chistoserdov A,Davidson VL,Mathews FS",Natural,CCD,,8-BM,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,CNS,P 21 21 21,,APS,MOLREP,HKL-2000,SCALEPACK,,,,,8.5,"Aralkylamine dehydrogenase light chain,Azurin",,42978.754,6,2614,3,1,6,359,Aralkylamine dehydrogenase heavy chain,,N,Protein,,"P00281,P84888,P84887",AAUB_ALCFA,"Aromatic amine dehydrogenase,Aralkylamine dehydrogenase heavy chain,AADH",aauB,1
